model	objective	reaction	flux	status	minimum	maximum
iUma22.xml	obj	R_ACETATE__45____45__COA__45__LIGASE__45__ADP__45__FORMING__45__RXN	0.044814	optimal	-521.112654	520.194266
iUma22.xml	obj	R_ACGAM6PS	0.029413	optimal	0.029413	520.164322
iUma22.xml	obj	R_ACGAMPM	0.029413	optimal	0.029413	0.029413
iUma22.xml	obj	R_ACGKm	0.029763	optimal	0.0	520.192068
iUma22.xml	obj	R_ACGSm	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ACHBSm	0.019447	optimal	0.019447	0.019447
iUma22.xml	obj	R_ACITL	1.203566	optimal	0.0	663.704446
iUma22.xml	obj	R_ACKrm	-0.030947	optimal	-1.358131	208.555948
iUma22.xml	obj	R_ACOAD9m	0.0	optimal	0.0	0.663592
iUma22.xml	obj	R_ACOATA	0.132219	optimal	0.132219	130.165946
iUma22.xml	obj	R_ACONTa	0.123618	optimal	0.123618	156.02958
iUma22.xml	obj	R_ACONTb	0.123618	optimal	0.123618	156.02958
iUma22.xml	obj	R_ACSp	0.0	optimal	0.0	521.157468
iUma22.xml	obj	R_ACTD	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ACYLCOASYN__45__RXN__45__BUTYRIC_ACID323	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_ACYLCOASYN__45__RXN__45__DODECANOATE324	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_ACYLCOASYN__45__RXN__45__STEARIC_ACID325	0.007762	optimal	0.0	260.586496
iUma22.xml	obj	R_ACYL__45__COA__45__HYDROLASE__45__RXN__45__BUTYRYL__45__COA1402	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_ACYL__45__COA__45__HYDROLASE__45__RXN__45__CPD__45__102671409	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_ACYL__45__COA__45__HYDROLASE__45__RXN__45__CPD__45__115171410	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_ACYL__45__COA__45__HYDROLASE__45__RXN__45__CPD__45__142691401	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_ACYL__45__COA__45__HYDROLASE__45__RXN__45__CPD__45__146751406	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_ACYL__45__COA__45__HYDROLASE__45__RXN__45__CPD__45__1961408	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_ACYL__45__COA__45__HYDROLASE__45__RXN__45__LAUROYLCOA__45__CPD1407	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_ACYL__45__COA__45__HYDROLASE__45__RXN__45__PROPIONYL__45__COA1403	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_ADDALT__45__RXN	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ADENODEAMIN__45__RXN	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ADENOSINETRIPHOSPHATASE__45__RXN	0.0	optimal	0.0	520.134909
iUma22.xml	obj	R_ADK3m	1.503656	optimal	-518.984093	991.234395
iUma22.xml	obj	R_ADNK1m	0.0	optimal	0.0	520.134909
iUma22.xml	obj	R_ADNUC	0.0	optimal	0.0	173.719156
iUma22.xml	obj	R_ADPT	0.0	optimal	0.0	173.719156
iUma22.xml	obj	R_ADSK	0.013867	optimal	0.013867	0.013867
iUma22.xml	obj	R_ADSL1r	0.0	optimal	0.0	991.233957
iUma22.xml	obj	R_ADSL2r	0.0	optimal	0.0	0.596306
iUma22.xml	obj	R_ADSSh	0.0	optimal	0.0	991.233957
iUma22.xml	obj	R_AGMIS	0.0	optimal	0.0	260.067455
iUma22.xml	obj	R_AGPAT160	0.056919	optimal	0.0	0.056919
iUma22.xml	obj	R_AGPOPm	0.0	optimal	0.0	0.000438
iUma22.xml	obj	R_AGPRim	0.029763	optimal	0.0	520.192068
iUma22.xml	obj	R_AGTix	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_AHCi	0.106902	optimal	0.106902	0.106902
iUma22.xml	obj	R_AHSERL2	0.013867	optimal	0.013867	0.013867
iUma22.xml	obj	R_AICARTRANSFORM__45__RXN	0.012176	optimal	0.012176	0.6173
iUma22.xml	obj	R_AKGDm	0.0	optimal	0.0	1.327184
iUma22.xml	obj	R_ALASm	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALATA_Lm	-0.059864	optimal	-1000.0	999.940136
iUma22.xml	obj	R_ALCD1	8.637534	optimal	0.0	1000.0
iUma22.xml	obj	R_ALCD19y	0.0	optimal	0.0	520.134909
iUma22.xml	obj	R_ALCD2x	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALCDH_nadp_hi	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALD1EPI	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALDD20xm	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALDD2xm	0.0	optimal	0.0	195.974233
iUma22.xml	obj	R_ALDD2ym	0.0	optimal	0.0	195.974233
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__2__45__TRANS6__45__TRANS__45__FARNESAL1442	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__CPD__45__127081444	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__CPD__45__149261431	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__CPD__45__3711433	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__CPD__45__6651435	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__CPD__45__6651436	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__METHYL__45__GLYOXAL1429	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__METHYL__45__GLYOXAL1430	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__RETINAL1440	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADORNOP__43____45__RXN__45__SALICYLALDEHYDE1438	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADP__43____45__RXN__45__2__45__TRANS6__45__TRANS__45__FARNESAL186	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADP__43____45__RXN__45__CPD__45__12708185	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADP__43____45__RXN__45__CPD__45__14926191	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADP__43____45__RXN__45__CPD__45__371190	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADP__43____45__RXN__45__CPD__45__665189	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADP__43____45__RXN__45__METHYL__45__GLYOXAL192	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADP__43____45__RXN__45__RETINAL187	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDEHYDE__45__DEHYDROGENASE__45__NADP__43____45__RXN__45__SALICYLALDEHYDE188	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_ALDHDEHYDROG__45__RXN__45__CPD__45__665182	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ALDHDEHYDROG__45__RXN__45__METHYL__45__GLYOXAL183	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_AMALT1	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_AMALT2	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_AMPTASECGe	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_AMP__45__DEAMINASE__45__RXN	0.002286	optimal	0.0	991.236244
iUma22.xml	obj	R_ANTPPT	0.005411	optimal	0.005411	0.005411
iUma22.xml	obj	R_AOTA	0.029763	optimal	0.0	520.192068
iUma22.xml	obj	R_AOXm	0.0	optimal	0.0	491.238525
iUma22.xml	obj	R_APAT2rm	0.0	optimal	0.0	1.327184
iUma22.xml	obj	R_ARABR	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ARADEH	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ARGININE__45__2__45__MONOOXYGENASE__45__RXN	0.0	optimal	0.0	1.327184
iUma22.xml	obj	R_ARGININE__45__DEIMINASE__45__RXN	0.0	optimal	0.0	354.387078
iUma22.xml	obj	R_ARGNm	0.0	optimal	0.0	116.574697
iUma22.xml	obj	R_ARGSL	0.029763	optimal	0.029763	354.416841
iUma22.xml	obj	R_ARGSS_1	0.029763	optimal	0.029763	354.416841
iUma22.xml	obj	R_ARGtex	0.0	optimal	-1000.0	1000.0
iUma22.xml	obj	R_ASADi	0.719875	optimal	0.719875	312.5318
iUma22.xml	obj	R_ASNS1	0.01522	optimal	0.01522	1.505984
iUma22.xml	obj	R_ASO3t8pp	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ASP1DC	0.0	optimal	0.0	1.327184
iUma22.xml	obj	R_ASPARAGINE__45____45__TRNA__45__LIGASE__45__RXN	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_ASPCTn	0.026765	optimal	0.026765	0.026765
iUma22.xml	obj	R_ASPK_1	0.719875	optimal	0.719875	312.5318
iUma22.xml	obj	R_ASPTAp	-2.121246	optimal	-993.384966	-0.81868
iUma22.xml	obj	R_ATAMh	0.0	optimal	0.0	989.06102
iUma22.xml	obj	R_ATNS	0.005411	optimal	0.005411	0.005411
iUma22.xml	obj	R_ATPPRT	0.012176	optimal	0.012176	0.034223
iUma22.xml	obj	R_ATPS	0.0	optimal	0.0	989.06102
iUma22.xml	obj	R_ATPasel	12.142545	optimal	10.93898	1000.0
iUma22.xml	obj	R_AlaGlyPEPASE	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_BENZALDEHYDE__45__DEHYDROGENASE__45__NADP__43____45__RXN	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_BENZOATE__45__4__45__MONOOXYGENASE__45__RXN	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_BETALDHxm	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_BFBPh	0.0	optimal	0.0	520.134909
iUma22.xml	obj	R_BILIVERDIN__45__REDUCTASE__45__RXN__45__NAD519	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_BILIVERDIN__45__REDUCTASE__45__RXN__45__NADP518	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_BIOMASS_REACTION	0.169108	optimal	0.169108	0.169108
iUma22.xml	obj	R_BTNtex	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_BTP	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_BTS	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_BTS_nadph	0.0	optimal	0.0	1000.0
iUma22.xml	obj	R_BUTYRATE__45____45__COA__45__LIGASE__45__RXN__45__BUTYRIC_ACID346	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_BUTYRATE__45____45__COA__45__LIGASE__45__RXN__45__DODECANOATE347	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_BUTYRATE__45____45__COA__45__LIGASE__45__RXN__45__STEARIC_ACID343	0.0	optimal	0.0	260.586496
iUma22.xml	obj	R_BUTYRYL__45__COA__45__DEHYDROGENASE__45__RXN	0.0	optimal	0.0	0.663592
iUma22.xml	obj	R_BZDH	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_C3STKR1	0.040823	optimal	0.040823	0.040823
iUma22.xml	obj	R_C8STI	0.040823	optimal	0.040823	0.040823
iUma22.xml	obj	R_CA2abcpp	0.0	optimal	-1000.0	1000.0
iUma22.xml	obj	R_CARBAMATE__45__KINASE__45__RXN	0.0	optimal	0.0	260.067455
iUma22.xml	obj	R_CARNITINE__45__O__45__ACETYLTRANSFERASE__45__RXN_CYTOSOLIC	0.0	optimal	0.0	664.272174
iUma22.xml	obj	R_CAROMO	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CAT2p	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CATDIOXASE	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CATp	4.346298	optimal	3.900664	996.114664
iUma22.xml	obj	R_CDPPH	0.0	optimal	0.0	173.378303
iUma22.xml	obj	R_CERAMIDASE__45__RXN	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CHDCCH	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CHD__45__RXN	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CHLPCTD	0.0	optimal	0.0	130.033727
iUma22.xml	obj	R_CHLSTR	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CHLt2pp	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CHOLINE__45__OXIDASEII__45__RXN	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CHOLINE__45__OXIDASE__45__RXN	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CHOLK	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CHRM	0.025535	optimal	0.025535	0.46793
iUma22.xml	obj	R_CHRS	0.030947	optimal	0.030947	0.473342
iUma22.xml	obj	R_CHTNS	0.029413	optimal	0.029413	0.029413
iUma22.xml	obj	R_CITRULLINASE__45__RXN	0.0	optimal	0.0	173.378303
iUma22.xml	obj	R_CLtex	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CO2tex	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_COA1819ZD9DS	0.007762	optimal	0.007762	0.007762
iUma22.xml	obj	R_COUCOAFm	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CPPPGO	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CPPPGO2	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CSNATr	0.0	optimal	0.0	664.272174
iUma22.xml	obj	R_CSp	1.327184	optimal	0.123618	663.828064
iUma22.xml	obj	R_CTPS2	0.057357	optimal	0.057357	173.435784
iUma22.xml	obj	R_CYANSTpp	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CYCLOEUCALENOL__45__CYCLOISOMERASE__45__RXN	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CYOOm_umay	3.853361	optimal	0.0	444.444444
iUma22.xml	obj	R_CYOR_u6m_umay	7.706722	optimal	0.0	888.888889
iUma22.xml	obj	R_CYSS_1	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_CYSTATHIONINE__45__BETA__45__LYASE__45__RXN	0.0	optimal	0.0	262.850604
iUma22.xml	obj	R_CYSTS	0.004904	optimal	0.004904	262.855508
iUma22.xml	obj	R_CYTDK2	0.0	optimal	-989.103915	521.114573
iUma22.xml	obj	R_CYTDK2m	0.0	optimal	0.0	989.06102
iUma22.xml	obj	R_CYTIDEAM2__45__RXN	0.042894	optimal	0.042894	173.421197
iUma22.xml	obj	R_CYTK2n	0.0	optimal	0.0	520.134909
iUma22.xml	obj	R_CYTOCHROME__45__B5__45__REDUCTASE__45__RXN	0.014002	optimal	0.014002	0.014002
iUma22.xml	obj	R_Carbonic_Anhydrase	1.203566	optimal	0.0	663.786858
iUma22.xml	obj	R_DAPOP	0.0	optimal	0.0	262.753872
iUma22.xml	obj	R_DARALACTONASE	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DASYN160	0.056919	optimal	0.056919	0.056919
iUma22.xml	obj	R_DB4PS	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DCMP__45__DEAMINASE__45__RXN	0.0	optimal	0.0	0.000372
iUma22.xml	obj	R_DHACOAH	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DHADh	0.019447	optimal	0.019447	0.019447
iUma22.xml	obj	R_DHAK	0.0	optimal	0.0	520.134909
iUma22.xml	obj	R_DHCR71r	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DHCR72r	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DHFS_1	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DHNPA2r	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DHPS2_1	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DHQS_1	0.030947	optimal	0.030947	0.473342
iUma22.xml	obj	R_DHR	0.026765	optimal	0.026765	0.026765
iUma22.xml	obj	R_DHSKDH	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DIACYLGLYCEROL__45__O__45__ACYLTRANSFERASE__45__RXN__45__BUTYRYL__45__COA455	0.0	optimal	0.0	260.578734
iUma22.xml	obj	R_DIHYDROFOLATEREDUCT__45__RXN	0.000372	optimal	0.000372	0.000372
iUma22.xml	obj	R_DIPS	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DLACTDEHYDROGFAD__45__RXN	0.0	optimal	0.0	991.360574
iUma22.xml	obj	R_DMHL	0.069334	optimal	0.069334	0.732926
iUma22.xml	obj	R_DM_12ppd__R_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_2hp_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_5aptn_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_5dglcn_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_acac_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_actn__R_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_ad_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_arab__L_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_cellb_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_dha_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_erythol_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_g1p_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_gam6p_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_glcur_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_malttr_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_man_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_raffin_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_rib__D_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_srb__L_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_stys_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_tre_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DM_xyl__D_c	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DOPDEHYD	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DPCOAKm	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DPHS	0.030947	optimal	0.030947	0.473342
iUma22.xml	obj	R_DPMVDx	0.244937	optimal	0.244937	0.244937
iUma22.xml	obj	R_DQDH	0.030947	optimal	0.030947	0.473342
iUma22.xml	obj	R_DRBK	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DRPA	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DSMSTOLR	0.0	optimal	0.0	0.0
iUma22.xml	obj	R_DTMPK	0.0	optimal	0.0	520.134909
